date,periods,home_team,away_team,home_goal,away_goal
1957-03-17,1956,Atalanta,Lazio,0,1
1957-03-17,1956,US Palermo,Bologna,2,1
1957-03-17,1956,Napoli,Calcio Padova,1,0
1957-03-24,1956,Lazio,Napoli,1,1
1957-03-24,1956,Udinese,Milan,2,1
1957-03-24,1956,Unione Triestina,Genoa,2,1
1957-03-24,1956,SPAL 1907 Ferrara,Bologna,1,0
1957-03-24,1956,Calcio Padova,US Palermo,1,0
1957-03-24,1956,Juventus,Atalanta,2,2
1957-03-24,1956,Inter,Torino,3,0
1957-03-24,1956,Fiorentina,Roma,2,2
1957-03-24,1956,Sampdoria,Lanerossi Vicenza,5,0
1957-03-31,1956,Roma,Inter,0,0
1957-03-31,1956,Torino,US Palermo,5,1
1957-03-31,1956,Milan,Juventus,4,1
1957-03-31,1956,Napoli,SPAL 1907 Ferrara,0,1
1957-03-31,1956,Genoa,Fiorentina,1,2
1957-03-31,1956,Bologna,Unione Triestina,0,0
1957-03-31,1956,Atalanta,Sampdoria,3,3
1957-03-31,1956,Lanerossi Vicenza,Calcio Padova,0,0
1957-03-31,1956,Udinese,Lazio,2,0
1957-04-07,1956,Lazio,Sampdoria,2,1
1957-04-07,1956,Unione Triestina,Inter,2,2
1957-04-07,1956,SPAL 1907 Ferrara,Roma,1,1
1957-04-07,1956,US Palermo,Udinese,0,1
1957-04-07,1956,Milan,Atalanta,4,0
1957-04-07,1956,Juventus,Lanerossi Vicenza,0,1
1957-04-07,1956,Genoa,Torino,1,0
1957-04-07,1956,Fiorentina,Napoli,4,0
1957-04-07,1956,Calcio Padova,Bologna,1,1
1957-04-14,1956,US Palermo,Fiorentina,0,1
1957-04-14,1956,Lazio,Milan,3,0
1957-04-14,1956,Torino,SPAL 1907 Ferrara,3,2
1957-04-14,1956,Sampdoria,Roma,1,0
1957-04-14,1956,Atalanta,Calcio Padova,0,0
1957-04-14,1956,Inter,Genoa,2,0
1957-04-14,1956,Bologna,Juventus,1,0
1957-04-14,1956,Napoli,Udinese,2,1
1957-04-14,1956,Lanerossi Vicenza,Unione Triestina,3,1
1957-04-28,1956,Milan,Sampdoria,2,1
1957-04-28,1956,Udinese,Atalanta,3,0
1957-04-28,1956,Unione Triestina,Lazio,1,1
1957-04-28,1956,SPAL 1907 Ferrara,US Palermo,1,0
1957-04-28,1956,Calcio Padova,Torino,1,3
1957-04-28,1956,Juventus,Napoli,1,0
1957-04-28,1956,Genoa,Bologna,5,2
1957-04-28,1956,Fiorentina,Inter,3,1
1957-04-28,1956,Roma,Lanerossi Vicenza,2,2
1957-05-05,1956,Lanerossi Vicenza,SPAL 1907 Ferrara,4,1
1957-05-05,1956,Juventus,US Palermo,6,4
1957-05-05,1956,Lazio,Calcio Padova,1,1
1957-05-05,1956,Unione Triestina,Fiorentina,0,0
1957-05-05,1956,Genoa,Milan,0,1
1957-05-05,1956,Bologna,Sampdoria,4,2
1957-05-05,1956,Atalanta,Torino,0,1
1957-05-05,1956,Inter,Udinese,2,3
1957-05-05,1956,Napoli,Roma,1,2
1957-05-19,1956,US Palermo,Unione Triestina,2,1
1957-05-19,1956,Udinese,Calcio Padova,0,0
1957-05-19,1956,Torino,Milan,2,2
1957-05-19,1956,SPAL 1907 Ferrara,Genoa,1,2
1957-05-19,1956,Roma,Juventus,2,3
1957-05-19,1956,Lanerossi Vicenza,Bologna,2,1
1957-05-19,1956,Inter,Lazio,0,1
1957-05-19,1956,Fiorentina,Atalanta,0,1
1957-05-19,1956,Sampdoria,Napoli,1,0
1957-06-02,1956,Milan,Roma,3,1
1957-06-02,1956,Calcio Padova,Juventus,2,1
1957-06-02,1956,Sampdoria,US Palermo,6,0
1957-06-02,1956,Unione Triestina,SPAL 1907 Ferrara,2,0
1957-06-02,1956,Fiorentina,Lanerossi Vicenza,2,1
1957-06-02,1956,Bologna,Udinese,4,3
1957-06-02,1956,Atalanta,Inter,2,1
1957-06-02,1956,Torino,Napoli,1,1
1957-06-02,1956,Lazio,Genoa,2,2
1957-06-09,1956,Milan,SPAL 1907 Ferrara,0,1
1957-06-09,1956,Udinese,Sampdoria,3,0
1957-06-09,1956,Napoli,US Palermo,4,1
1957-06-09,1956,Lazio,Torino,2,2
1957-06-09,1956,Juventus,Unione Triestina,4,3
1957-06-09,1956,Genoa,Lanerossi Vicenza,0,0
1957-06-09,1956,Bologna,Inter,3,2
1957-06-09,1956,Atalanta,Roma,4,1
1957-06-09,1956,Calcio Padova,Fiorentina,2,2
1957-06-16,1956,Unione Triestina,Atalanta,0,1
1957-06-16,1956,Fiorentina,Juventus,2,2
1957-06-16,1956,Genoa,Napoli,1,0
1957-06-16,1956,Inter,Sampdoria,6,1
1957-06-16,1956,Lanerossi Vicenza,Milan,3,1
1957-06-16,1956,US Palermo,Lazio,2,6
1957-06-16,1956,Roma,Bologna,2,3
1957-06-16,1956,SPAL 1907 Ferrara,Calcio Padova,0,0
1957-06-16,1956,Torino,Udinese,3,1
1957-09-08,1957,Bologna,Udinese,2,2
1957-09-08,1957,Inter,Torino,0,0
1957-09-08,1957,Juventus,Verona,3,2
1957-09-08,1957,Lanerossi Vicenza,Milan,1,1
1957-09-08,1957,Napoli,Genoa,4,0
1957-09-08,1957,Calcio Padova,Lazio,3,1
1957-09-08,1957,Roma,SPAL 1907 Ferrara,1,1
1957-09-08,1957,Sampdoria,Atalanta,1,1
1957-09-08,1957,US Alessandria 1912,Fiorentina,1,0
1957-09-15,1957,Fiorentina,Sampdoria,1,1
1957-09-15,1957,Verona,Lanerossi Vicenza,1,0
1957-09-15,1957,Udinese,Juventus,0,1
1957-09-15,1957,Torino,US Alessandria 1912,0,0
1957-09-15,1957,SPAL 1907 Ferrara,Inter,2,0
1957-09-15,1957,Milan,Napoli,2,2
1957-09-15,1957,Genoa,Calcio Padova,1,4
1957-09-15,1957,Atalanta,Roma,0,0
1957-09-15,1957,Lazio,Bologna,4,3
1957-09-22,1957,Napoli,Torino,3,0
1957-09-22,1957,Bologna,Fiorentina,0,3
1957-09-22,1957,Udinese,SPAL 1907 Ferrara,5,0
1957-09-22,1957,Sampdoria,Verona,1,1
1957-09-22,1957,Roma,Calcio Padova,3,1
1957-09-22,1957,US Alessandria 1912,Milan,0,0
1957-09-22,1957,Inter,Lazio,5,2
1957-09-22,1957,Juventus,Genoa,3,2
1957-09-22,1957,Lanerossi Vicenza,Atalanta,2,0
1957-09-29,1957,Milan,Sampdoria,0,1
1957-09-29,1957,Verona,US Alessandria 1912,3,0
1957-09-29,1957,Torino,Roma,0,0
1957-09-29,1957,Calcio Padova,Inter,0,0
1957-09-29,1957,Lazio,Lanerossi Vicenza,2,0
1957-09-29,1957,Genoa,Bologna,0,0
1957-09-29,1957,Fiorentina,Udinese,2,0
1957-09-29,1957,Atalanta,Napoli,2,4
1957-09-29,1957,SPAL 1907 Ferrara,Juventus,0,1
1957-10-06,1957,Bologna,Torino,2,1
1957-10-06,1957,Napoli,Verona,6,0
1957-10-06,1957,Udinese,Atalanta,1,0
1957-10-06,1957,Sampdoria,SPAL 1907 Ferrara,1,1
1957-10-06,1957,Roma,Genoa,2,1
1957-10-06,1957,US Alessandria 1912,Lazio,4,0
1957-10-06,1957,Inter,Milan,1,0
1957-10-06,1957,Juventus,Calcio Padova,2,1
1957-10-06,1957,Lanerossi Vicenza,Fiorentina,3,0
1957-10-13,1957,Inter,US Alessandria 1912,1,1
1957-10-13,1957,Udinese,Milan,1,1
1957-10-13,1957,Torino,Juventus,0,1
1957-10-13,1957,Roma,Verona,2,1
1957-10-13,1957,Lanerossi Vicenza,SPAL 1907 Ferrara,2,0
1957-10-13,1957,Genoa,Fiorentina,1,3
1957-10-13,1957,Bologna,Sampdoria,3,3
1957-10-13,1957,Atalanta,Lazio,1,1
1957-10-13,1957,Napoli,Calcio Padova,4,0
1957-10-20,1957,Lazio,Napoli,4,1
1957-10-20,1957,Torino,Udinese,6,2
1957-10-20,1957,SPAL 1907 Ferrara,US Alessandria 1912,3,2
1957-10-20,1957,Verona,Bologna,1,0
1957-10-20,1957,Genoa,Sampdoria,3,1
1957-10-20,1957,Fiorentina,Roma,2,0
1957-10-20,1957,Atalanta,Inter,1,0
1957-10-20,1957,Calcio Padova,Lanerossi Vicenza,1,0
1957-10-20,1957,Milan,Juventus,1,1
1957-10-27,1957,Milan,Atalanta,5,0
1957-10-27,1957,Verona,Udinese,3,2
1957-10-27,1957,SPAL 1907 Ferrara,Genoa,1,1
1957-10-27,1957,Sampdoria,Lanerossi Vicenza,1,1
1957-10-27,1957,Calcio Padova,Torino,3,0
1957-10-27,1957,Juventus,Inter,3,1
1957-10-27,1957,Fiorentina,Napoli,4,1
1957-10-27,1957,US Alessandria 1912,Bologna,2,0
1957-10-27,1957,Roma,Lazio,3,0
1957-11-03,1957,Napoli,SPAL 1907 Ferrara,2,0
1957-11-03,1957,Lanerossi Vicenza,Juventus,2,1
1957-11-03,1957,Torino,Milan,3,2
1957-11-03,1957,Lazio,Fiorentina,2,2
1957-11-03,1957,Genoa,US Alessandria 1912,0,2
1957-11-03,1957,Atalanta,Calcio Padova,1,1
1957-11-03,1957,Bologna,Roma,0,0
1957-11-03,1957,Udinese,Sampdoria,3,3
1957-11-03,1957,Inter,Verona,1,0
1957-11-10,1957,Lanerossi Vicenza,Genoa,3,3
1957-11-10,1957,Verona,Atalanta,3,0
1957-11-10,1957,SPAL 1907 Ferrara,Bologna,0,2
1957-11-10,1957,Sampdoria,Inter,0,2
1957-11-10,1957,Milan,Calcio Padova,1,1
1957-11-10,1957,Juventus,Lazio,3,1
1957-11-10,1957,Fiorentina,Torino,2,1
1957-11-10,1957,US Alessandria 1912,Napoli,0,0
1957-11-10,1957,Roma,Udinese,3,3
1957-11-17,1957,Napoli,Roma,0,0
1957-11-17,1957,Torino,SPAL 1907 Ferrara,0,1
1957-11-17,1957,Verona,Fiorentina,0,1
1957-11-17,1957,Calcio Padova,Sampdoria,2,0
1957-11-17,1957,Inter,Udinese,0,1
1957-11-17,1957,Genoa,Atalanta,1,2
1957-11-17,1957,US Alessandria 1912,Lanerossi Vicenza,2,1
1957-11-17,1957,Bologna,Juventus,3,4
1957-11-17,1957,Lazio,Milan,1,1
1957-11-24,1957,SPAL 1907 Ferrara,Verona,1,1
1957-11-24,1957,Atalanta,Torino,0,1
1957-11-24,1957,Udinese,Genoa,2,2
1957-11-24,1957,Sampdoria,Lazio,1,1
1957-11-24,1957,Roma,Lanerossi Vicenza,1,1
1957-11-24,1957,Milan,Bologna,0,1
1957-11-24,1957,Juventus,Napoli,1,3
1957-11-24,1957,Fiorentina,Inter,0,0
1957-11-24,1957,Calcio Padova,US Alessandria 1912,2,1
1957-12-15,1957,Lanerossi Vicenza,Inter,2,0
1957-12-15,1957,Udinese,Calcio Padova,1,2
1957-12-15,1957,SPAL 1907 Ferrara,Fiorentina,2,2
1957-12-15,1957,Napoli,Bologna,0,1
1957-12-15,1957,US Alessandria 1912,Sampdoria,2,0
1957-12-15,1957,Lazio,Torino,1,1
1957-12-15,1957,Juventus,Atalanta,3,0
1957-12-15,1957,Genoa,Verona,4,1
1957-12-15,1957,Milan,Roma,1,1
1957-12-22,1957,Calcio Padova,SPAL 1907 Ferrara,3,0
1957-12-22,1957,Torino,Lanerossi Vicenza,1,0
1957-12-22,1957,Verona,Milan,4,3
1957-12-22,1957,Sampdoria,Napoli,3,0
1957-12-22,1957,Inter,Genoa,1,0
1957-12-22,1957,Fiorentina,Juventus,2,1
1957-12-22,1957,US Alessandria 1912,Roma,1,3
1957-12-22,1957,Bologna,Atalanta,3,1
1957-12-22,1957,Lazio,Udinese,1,0
1957-12-29,1957,Lanerossi Vicenza,Bologna,3,2
1957-12-29,1957,Verona,Calcio Padova,1,1
1957-12-29,1957,SPAL 1907 Ferrara,Lazio,3,0
1957-12-29,1957,Roma,Inter,0,1
1957-12-29,1957,Milan,Fiorentina,2,1
1957-12-29,1957,Juventus,Sampdoria,4,1
1957-12-29,1957,Genoa,Torino,1,1
1957-12-29,1957,Atalanta,US Alessandria 1912,1,1
1957-12-29,1957,Napoli,Udinese,3,2
1958-01-05,1957,Inter,Napoli,0,1
1958-01-05,1957,Torino,Verona,0,0
1958-01-05,1957,SPAL 1907 Ferrara,Milan,1,5
1958-01-05,1957,Udinese,Lanerossi Vicenza,0,1
1958-01-05,1957,Fiorentina,Atalanta,2,2
1958-01-05,1957,Bologna,Calcio Padova,0,0
1958-01-05,1957,US Alessandria 1912,Juventus,1,2
1958-01-05,1957,Sampdoria,Roma,3,1
1958-01-05,1957,Lazio,Genoa,0,0
1958-01-12,1957,Napoli,Lanerossi Vicenza,3,1
1958-01-12,1957,Verona,Lazio,1,0
1958-01-12,1957,Udinese,US Alessandria 1912,2,0
1958-01-12,1957,Torino,Sampdoria,4,3
1958-01-12,1957,Calcio Padova,Fiorentina,3,2
1958-01-12,1957,Inter,Bologna,0,2
1958-01-12,1957,Genoa,Milan,1,1
1958-01-12,1957,Atalanta,SPAL 1907 Ferrara,0,0
1958-01-12,1957,Roma,Juventus,4,1
1958-01-26,1957,SPAL 1907 Ferrara,Roma,1,0
1958-01-26,1957,Fiorentina,US Alessandria 1912,0,0
1958-01-26,1957,Verona,Juventus,2,3
1958-01-26,1957,Udinese,Bologna,1,0
1958-01-26,1957,Torino,Inter,2,3
1958-01-26,1957,Atalanta,Sampdoria,1,0
1958-01-26,1957,Genoa,Napoli,2,1
1958-01-26,1957,Lazio,Calcio Padova,1,0
1958-01-26,1957,Milan,Lanerossi Vicenza,4,1
1958-02-02,1957,Juventus,Udinese,2,0
1958-02-02,1957,Roma,Atalanta,0,0
1958-02-02,1957,Calcio Padova,Genoa,6,3
1958-02-02,1957,Lanerossi Vicenza,Verona,1,1
1958-02-02,1957,Sampdoria,Fiorentina,3,1
1958-02-02,1957,Inter,SPAL 1907 Ferrara,4,0
1958-02-02,1957,Bologna,Lazio,5,0
1958-02-02,1957,US Alessandria 1912,Torino,0,0
1958-02-02,1957,Napoli,Milan,1,0
1958-02-09,1957,Milan,US Alessandria 1912,1,1
1958-02-09,1957,Torino,Napoli,4,3
1958-02-09,1957,SPAL 1907 Ferrara,Udinese,2,0
1958-02-09,1957,Calcio Padova,Roma,3,0
1958-02-09,1957,Lazio,Inter,3,1
1958-02-09,1957,Genoa,Juventus,1,3
1958-02-09,1957,Atalanta,Lanerossi Vicenza,2,4
1958-02-09,1957,Verona,Sampdoria,5,3
1958-02-09,1957,Fiorentina,Bologna,2,1
1958-02-16,1957,Napoli,Atalanta,2,2
1958-02-16,1957,Udinese,Fiorentina,1,1
1958-02-16,1957,Sampdoria,Milan,0,2
1958-02-16,1957,Roma,Torino,2,0
1958-02-16,1957,Juventus,SPAL 1907 Ferrara,3,1
1958-02-16,1957,Inter,Calcio Padova,0,0
1958-02-16,1957,US Alessandria 1912,Verona,3,1
1958-02-16,1957,Bologna,Genoa,3,3
1958-02-16,1957,Lanerossi Vicenza,Lazio,1,0
1958-02-23,1957,Lazio,US Alessandria 1912,2,1
1958-02-23,1957,Verona,Napoli,4,3
1958-02-23,1957,Torino,Bologna,0,0
1958-02-23,1957,SPAL 1907 Ferrara,Sampdoria,1,0
1958-02-23,1957,Milan,Inter,2,2
1958-02-23,1957,Genoa,Roma,4,2
1958-02-23,1957,Fiorentina,Lanerossi Vicenza,2,1
1958-02-23,1957,Atalanta,Udinese,1,1
1958-02-23,1957,Calcio Padova,Juventus,1,1
1958-03-02,1957,Calcio Padova,Napoli,3,0
1958-03-02,1957,Verona,Roma,0,1
1958-03-02,1957,SPAL 1907 Ferrara,Lanerossi Vicenza,1,3
1958-03-02,1957,Sampdoria,Bologna,0,1
1958-03-02,1957,Lazio,Atalanta,3,1
1958-03-02,1957,Juventus,Torino,4,1
1958-03-02,1957,Fiorentina,Genoa,2,0
1958-03-02,1957,US Alessandria 1912,Inter,2,1
1958-03-02,1957,Milan,Udinese,1,1
1958-03-09,1957,Juventus,Milan,1,0
1958-03-09,1957,Udinese,Torino,1,1
1958-03-09,1957,Sampdoria,Genoa,0,0
1958-03-09,1957,Roma,Fiorentina,0,0
1958-03-09,1957,Lanerossi Vicenza,Calcio Padova,1,2
1958-03-09,1957,Inter,Atalanta,1,1
1958-03-09,1957,Bologna,Verona,1,0
1958-03-09,1957,US Alessandria 1912,SPAL 1907 Ferrara,0,0
1958-03-09,1957,Napoli,Lazio,1,1
1958-03-16,1957,Inter,Juventus,2,2
1958-03-16,1957,Torino,Calcio Padova,2,0
1958-03-16,1957,Napoli,Fiorentina,3,1
1958-03-16,1957,Udinese,Verona,2,0
1958-03-16,1957,Genoa,SPAL 1907 Ferrara,0,0
1958-03-16,1957,Bologna,US Alessandria 1912,3,1
1958-03-16,1957,Atalanta,Milan,1,0
1958-03-16,1957,Lanerossi Vicenza,Sampdoria,2,4
1958-03-16,1957,Lazio,Roma,2,1
1958-03-30,1957,Milan,Torino,4,0
1958-03-30,1957,Verona,Inter,2,4
1958-03-30,1957,SPAL 1907 Ferrara,Napoli,1,2
1958-03-30,1957,Sampdoria,Udinese,3,5
1958-03-30,1957,Calcio Padova,Atalanta,0,3
1958-03-30,1957,Juventus,Lanerossi Vicenza,5,2
1958-03-30,1957,Fiorentina,Lazio,2,0
1958-03-30,1957,US Alessandria 1912,Genoa,3,1
1958-03-30,1957,Roma,Bologna,2,0
1958-04-06,1957,Napoli,US Alessandria 1912,4,1
1958-04-06,1957,Torino,Fiorentina,2,1
1958-04-06,1957,Udinese,Roma,1,2
1958-04-06,1957,Calcio Padova,Milan,3,2
1958-04-06,1957,Inter,Sampdoria,2,2
1958-04-06,1957,Genoa,Lanerossi Vicenza,1,0
1958-04-06,1957,Atalanta,Verona,2,1
1958-04-06,1957,Bologna,SPAL 1907 Ferrara,0,1
1958-04-06,1957,Lazio,Juventus,1,4
1958-04-13,1957,Lanerossi Vicenza,US Alessandria 1912,4,0
1958-04-13,1957,Udinese,Inter,1,1
1958-04-13,1957,SPAL 1907 Ferrara,Torino,0,1
1958-04-13,1957,Sampdoria,Calcio Padova,3,2
1958-04-13,1957,Milan,Lazio,6,1
1958-04-13,1957,Juventus,Bologna,4,1
1958-04-13,1957,Fiorentina,Verona,1,1
1958-04-13,1957,Atalanta,Genoa,1,1
1958-04-13,1957,Roma,Napoli,0,2
1958-04-20,1957,Inter,Fiorentina,0,1
1958-04-20,1957,Verona,SPAL 1907 Ferrara,1,2
1958-04-20,1957,Torino,Atalanta,4,0
1958-04-20,1957,Napoli,Juventus,4,3
1958-04-20,1957,Genoa,Udinese,1,0
1958-04-20,1957,Bologna,Milan,0,0
1958-04-20,1957,US Alessandria 1912,Calcio Padova,0,0
1958-04-20,1957,Lazio,Sampdoria,2,2
1958-04-20,1957,Lanerossi Vicenza,Roma,3,1
1958-04-27,1957,Inter,Lanerossi Vicenza,1,0
1958-04-27,1957,Verona,Genoa,1,3
1958-04-27,1957,Torino,Lazio,1,1
1958-04-27,1957,Sampdoria,US Alessandria 1912,1,1
1958-04-27,1957,Calcio Padova,Udinese,0,0
1958-04-27,1957,Fiorentina,SPAL 1907 Ferrara,3,0
1958-04-27,1957,Bologna,Napoli,1,1
1958-04-27,1957,Atalanta,Juventus,0,0
1958-04-27,1957,Roma,Milan,3,3
1958-05-04,1957,Lanerossi Vicenza,Torino,1,1
1958-05-04,1957,SPAL 1907 Ferrara,Calcio Padova,1,1
1958-05-04,1957,Roma,US Alessandria 1912,2,1
1958-05-04,1957,Udinese,Lazio,1,0
1958-05-04,1957,Juventus,Fiorentina,0,0
1958-05-04,1957,Genoa,Inter,0,0
1958-05-04,1957,Atalanta,Bologna,1,1
1958-05-04,1957,Napoli,Sampdoria,0,1
1958-05-04,1957,Milan,Verona,2,0
1958-05-11,1957,Inter,Roma,1,1
1958-05-11,1957,Udinese,Napoli,7,0
1958-05-11,1957,Torino,Genoa,4,2
1958-05-11,1957,Sampdoria,Juventus,3,2
1958-05-11,1957,Lazio,SPAL 1907 Ferrara,1,1
1958-05-11,1957,Fiorentina,Milan,4,3
1958-05-11,1957,Bologna,Lanerossi Vicenza,4,0
1958-05-11,1957,US Alessandria 1912,Atalanta,0,0
1958-05-11,1957,Calcio Padova,Verona,2,0
1958-05-18,1957,Lanerossi Vicenza,Udinese,0,0
1958-05-18,1957,Roma,Sampdoria,5,1
1958-05-18,1957,Calcio Padova,Bologna,3,1
1958-05-18,1957,Verona,Torino,2,0
1958-05-18,1957,Juventus,US Alessandria 1912,2,1
1958-05-18,1957,Genoa,Lazio,5,2
1958-05-18,1957,Atalanta,Fiorentina,0,0
1958-05-18,1957,Napoli,Inter,1,0
1958-05-18,1957,Milan,SPAL 1907 Ferrara,4,2
1958-05-25,1957,Juventus,Roma,3,0
1958-05-25,1957,Sampdoria,Torino,4,0
1958-05-25,1957,Milan,Genoa,1,5
1958-05-25,1957,Lanerossi Vicenza,Napoli,4,0
1958-05-25,1957,Fiorentina,Calcio Padova,6,1
1958-05-25,1957,Bologna,Inter,1,0
1958-05-25,1957,US Alessandria 1912,Udinese,1,2
1958-05-25,1957,SPAL 1907 Ferrara,Atalanta,2,1
1958-05-25,1957,Lazio,Verona,4,0
1958-09-21,1958,Calcio Padova,Roma,3,3
1958-09-21,1958,Udinese,Inter,1,3
1958-09-21,1958,Torino,US Alessandria 1912,6,1
1958-09-21,1958,SPAL 1907 Ferrara,Juventus,0,0
1958-09-21,1958,Lazio,Sampdoria,1,0
1958-09-21,1958,Genoa,Napoli,3,3
1958-09-21,1958,Fiorentina,Lanerossi Vicenza,3,1
1958-09-21,1958,AS Bari,Bologna,0,0
1958-09-21,1958,Milan,Unione Triestina,2,0
1958-09-28,1958,Juventus,Udinese,3,0
1958-09-28,1958,Unione Triestina,SPAL 1907 Ferrara,0,1
1958-09-28,1958,Sampdoria,Torino,3,0
1958-09-28,1958,Roma,AS Bari,3,1
1958-09-28,1958,Lanerossi Vicenza,Lazio,1,0
1958-09-28,1958,Inter,Calcio Padova,3,0
1958-09-28,1958,Bologna,Genoa,2,1
1958-09-28,1958,US Alessandria 1912,Fiorentina,1,4
1958-09-28,1958,Napoli,Milan,0,1
1958-10-05,1958,SPAL 1907 Ferrara,US Alessandria 1912,1,1
1958-10-05,1958,Napoli,Sampdoria,3,2
1958-10-05,1958,Udinese,Bologna,1,1
1958-10-05,1958,Torino,Lanerossi Vicenza,1,1
1958-10-05,1958,Fiorentina,Lazio,1,1
1958-10-05,1958,Milan,AS Bari,4,2
1958-10-05,1958,Genoa,Inter,4,2
1958-10-05,1958,Roma,Unione Triestina,1,0
1958-10-05,1958,Calcio Padova,Juventus,1,4
1958-10-12,1958,Inter,SPAL 1907 Ferrara,8,0
1958-10-12,1958,Unione Triestina,Fiorentina,1,3
1958-10-12,1958,Sampdoria,Milan,0,0
1958-10-12,1958,Lazio,Udinese,1,1
1958-10-12,1958,Juventus,Napoli,2,0
1958-10-12,1958,Bologna,Roma,1,0
1958-10-12,1958,AS Bari,Torino,4,1
1958-10-12,1958,US Alessandria 1912,Calcio Padova,1,3
1958-10-12,1958,Lanerossi Vicenza,Genoa,1,2
1958-10-19,1958,Torino,Unione Triestina,1,0
1958-10-19,1958,Roma,Juventus,3,0
1958-10-19,1958,Udinese,Sampdoria,1,1
1958-10-19,1958,SPAL 1907 Ferrara,Lazio,0,3
1958-10-19,1958,Napoli,Lanerossi Vicenza,1,0
1958-10-19,1958,Milan,US Alessandria 1912,5,1
1958-10-19,1958,Fiorentina,Inter,4,0
1958-10-19,1958,Genoa,AS Bari,1,0
1958-10-19,1958,Calcio Padova,Bologna,1,0
1958-10-26,1958,Inter,Roma,3,2
1958-10-26,1958,Unione Triestina,Udinese,1,1
1958-10-26,1958,Sampdoria,Fiorentina,1,1
1958-10-26,1958,Lazio,Napoli,0,0
1958-10-26,1958,Juventus,Torino,4,3
1958-10-26,1958,Bologna,SPAL 1907 Ferrara,3,2
1958-10-26,1958,AS Bari,Calcio Padova,1,0
1958-10-26,1958,US Alessandria 1912,Genoa,0,0
1958-10-26,1958,Lanerossi Vicenza,Milan,2,0
1958-11-02,1958,Roma,Lanerossi Vicenza,3,1
1958-11-02,1958,Torino,Bologna,2,2
1958-11-02,1958,Udinese,US Alessandria 1912,1,0
1958-11-02,1958,SPAL 1907 Ferrara,Sampdoria,1,2
1958-11-02,1958,Milan,Inter,1,1
1958-11-02,1958,Genoa,Unione Triestina,1,1
1958-11-02,1958,Fiorentina,Juventus,3,3
1958-11-02,1958,AS Bari,Lazio,2,2
1958-11-02,1958,Napoli,Calcio Padova,2,1
1958-11-16,1958,Sampdoria,Genoa,2,1
1958-11-16,1958,US Alessandria 1912,AS Bari,2,1
1958-11-16,1958,Udinese,SPAL 1907 Ferrara,1,2
1958-11-16,1958,Calcio Padova,Fiorentina,1,1
1958-11-16,1958,Napoli,Roma,3,0
1958-11-16,1958,Juventus,Milan,4,5
1958-11-16,1958,Inter,Lanerossi Vicenza,2,0
1958-11-16,1958,Bologna,Unione Triestina,0,2
1958-11-16,1958,Lazio,Torino,2,0
1958-11-23,1958,Inter,Sampdoria,5,1
1958-11-23,1958,Unione Triestina,Lazio,3,0
1958-11-23,1958,Torino,Napoli,1,2
1958-11-23,1958,SPAL 1907 Ferrara,Calcio Padova,0,2
1958-11-23,1958,AS Bari,Juventus,1,1
1958-11-23,1958,Lanerossi Vicenza,US Alessandria 1912,1,0
1958-11-23,1958,Genoa,Udinese,1,0
1958-11-23,1958,Fiorentina,Bologna,6,3
1958-11-23,1958,Roma,Milan,1,1
1958-11-30,1958,Napoli,SPAL 1907 Ferrara,0,0
1958-11-30,1958,Udinese,Torino,0,0
1958-11-30,1958,Sampdoria,AS Bari,3,0
1958-11-30,1958,Calcio Padova,Genoa,4,2
1958-11-30,1958,Lazio,Roma,1,3
1958-11-30,1958,Juventus,Lanerossi Vicenza,2,3
1958-11-30,1958,Bologna,Inter,2,2
1958-11-30,1958,US Alessandria 1912,Unione Triestina,4,3
1958-11-30,1958,Milan,Fiorentina,2,0
1958-12-07,1958,Lanerossi Vicenza,Bologna,1,1
1958-12-07,1958,Unione Triestina,Napoli,0,0
1958-12-07,1958,Torino,Genoa,0,0
1958-12-07,1958,SPAL 1907 Ferrara,Milan,1,1
1958-12-07,1958,Roma,Udinese,3,0
1958-12-07,1958,Inter,Juventus,1,3
1958-12-07,1958,Fiorentina,AS Bari,4,0
1958-12-07,1958,US Alessandria 1912,Lazio,0,2
1958-12-07,1958,Sampdoria,Calcio Padova,3,0
1958-12-21,1958,Lazio,Bologna,2,1
1958-12-21,1958,Unione Triestina,Inter,1,1
1958-12-21,1958,SPAL 1907 Ferrara,Fiorentina,0,0
1958-12-21,1958,Calcio Padova,Udinese,2,1
1958-12-21,1958,Juventus,Sampdoria,1,0
1958-12-21,1958,Genoa,Roma,2,2
1958-12-21,1958,AS Bari,Lanerossi Vicenza,2,2
1958-12-21,1958,Napoli,US Alessandria 1912,0,0
1958-12-21,1958,Milan,Torino,5,1
1958-12-28,1958,Lanerossi Vicenza,Calcio Padova,3,2
1958-12-28,1958,Udinese,AS Bari,3,1
1958-12-28,1958,Torino,Inter,0,5
1958-12-28,1958,Sampdoria,Unione Triestina,2,0
1958-12-28,1958,Milan,Lazio,5,0
1958-12-28,1958,Fiorentina,Genoa,7,1
1958-12-28,1958,Bologna,Napoli,1,1
1958-12-28,1958,US Alessandria 1912,Juventus,2,2
1958-12-28,1958,Roma,SPAL 1907 Ferrara,2,0
1959-01-04,1958,Juventus,Bologna,2,2
1959-01-04,1958,SPAL 1907 Ferrara,Torino,3,0
1959-01-04,1958,Roma,US Alessandria 1912,0,2
1959-01-04,1958,Unione Triestina,AS Bari,0,0
1959-01-04,1958,Inter,Napoli,1,1
1959-01-04,1958,Genoa,Milan,0,2
